"project_code","plotid","image_year","image_julday","dominant_landuse","dominant_landcover","change_process","change_process_notes","interpreter"
"Czech",3582,2017,212,"Forest","Trees","Growth/Recovery","",130
"Czech",3583,1984,243,"Forest","Trees","","",130
"Czech",3583,2014,204,"Forest","Trees","Stable","",130
"Czech",3583,2015,215,"Forest","Trees","Harvest","thinning",130
"Czech",3583,2017,212,"Forest","Trees","Growth/Recovery","",130
"Czech",3584,1984,193,"Forest","Trees","","",130
"Czech",3584,2017,219,"Forest","Trees","Stable","",130
"Czech",3585,1984,232,"Other","Non-tree","","",130
"Czech",3585,2017,226,"Other","Non-tree","Stable","",130
"Czech",3586,1984,193,"Forest","Trees","","",130
"Czech",3586,1991,228,"Forest","Trees","Stable","",130
"Czech",3586,1992,214,"Forest","Non-tree","Harvest","clearcut",130
"Czech",3586,2008,210,"Forest","Trees","Growth/Recovery","",130
"Czech",3586,2009,213,"Forest","Non-tree","Harvest","clearcut",130
"Czech",3586,2017,211,"Forest","Trees","Growth/Recovery","",130
"Czech",3587,1984,218,"Other","Trees","","",130
"Czech",3587,2017,212,"Other","Trees","Stable","",130
"Czech",3588,1984,234,"Other","Non-tree","","",130
"Czech",3588,2017,212,"Other","Non-tree","Stable","",130
"Czech",3589,1984,234,"Other","Non-tree","","",130
"Czech",3589,2017,213,"Forest","Trees","Growth/Recovery","",130
"Czech",3590,1984,232,"Forest","Trees","","",130
"Czech",3590,1989,236,"Forest","Trees","Stable","",130
"Czech",3590,1990,215,"Forest","Trees","Harvest","clearcut",130
"Czech",3590,2017,217,"Forest","Trees","Growth/Recovery","",130
"Czech",3591,1984,232,"Forest","Trees","","",130
"Czech",3591,2017,209,"Forest","Trees","Stable","",130
"Czech",3592,1984,232,"Forest","Trees","","",130
"Czech",3592,2017,211,"Forest","Trees","Stable","",130
"Czech",3593,1984,193,"Other","Non-tree","","",130
"Czech",3593,2017,218,"Other","Non-tree","Stable","",130
"Czech",3594,1984,193,"Forest","Trees","","",130
"Czech",3594,2017,212,"Forest","Trees","Stable","",130
"Czech",3595,1984,232,"Other","Non-tree","","",130
"Czech",3595,2017,219,"Other","Non-tree","Stable","",130
"Czech",3596,1984,234,"Other","Non-tree","","",130
"Czech",3596,2017,212,"Other","Non-tree","Stable","",130
"Czech",3597,1984,232,"Other","Non-tree","","",130
"Czech",3597,2017,219,"Other","Non-tree","Stable","",130
"Czech",3598,1984,193,"Other","Non-tree","","",130
"Czech",3598,2017,211,"Other","Non-tree","Stable","",130
"Czech",3599,1984,218,"Other","Non-tree","","",130
"Czech",3599,2017,212,"Other","Non-tree","Stable","",130
"Czech",3600,1984,243,"Forest","Trees","","",130
"Czech",3600,2017,212,"Forest","Trees","Stable","",130
"Czech",3601,1984,234,"Other","Non-tree","","",130
"Czech",3601,2017,212,"Forest","Trees","Growth/Recovery","",130
"Czech",3602,1984,232,"Other","Non-tree","","",130
"Czech",3602,2017,210,"Other","Non-tree","Stable","",130
"Czech",3603,1984,218,"Forest","Trees","","",130
"Czech",3603,2017,213,"Forest","Trees","Stable","",130
"Czech",3604,1984,232,"Forest","Trees","","",130
"Czech",3604,2017,217,"Forest","Trees","Stable","",130
"Czech",3605,1984,232,"Other","Non-tree","","",130
"Czech",3605,2017,210,"Other","Non-tree","Stable","",130
"Czech",3606,1984,193,"Other","Trees","","",130
"Czech",3606,2017,219,"Other","Trees","Stable","",130
"Czech",3607,1984,234,"Other","Non-tree","","",130
"Czech",3607,2017,212,"Other","Non-tree","Stable","",130
"Czech",3608,1984,259,"Other","Non-tree","","",130
"Czech",3608,2017,212,"Other","Non-tree","Stable","",130
"Czech",3609,1984,248,"Forest","Trees","","",130
"Czech",3609,2017,226,"Forest","Trees","Stable","",130
"Czech",3610,1984,234,"Other","Non-tree","","",130
"Czech",3610,2017,212,"Other","Non-tree","Stable","",130
"Czech",3611,1984,232,"Other","Non-tree","","",130
"Czech",3611,2017,218,"Other","Non-tree","Stable","",130
"Czech",3612,1984,218,"Forest","Trees","","",130
"Czech",3612,2017,213,"Forest","Trees","Stable","",130
"Czech",3613,1984,232,"Other","Non-tree","","",130
"Czech",3613,2017,219,"Other","Non-tree","Stable","",130
"Czech",3614,1984,218,"Forest","Trees","","",130
"Czech",3614,2017,212,"Forest","Trees","Stable","",130
"Czech",3615,1984,218,"Other","Non-tree","","",130
"Czech",3615,2017,212,"Other","Non-tree","Stable","",130
"Czech",3616,1984,275,"Other","Non-tree","","",130
"Czech",3616,2017,213,"Other","Non-tree","Stable","",130
"Czech",3617,1984,193,"Other","Non-tree","","",130
"Czech",3617,2017,219,"Other","Non-tree","Stable","",130
"Czech",3618,1984,218,"Other","Non-tree","","",130
"Czech",3618,2017,212,"Other","Non-tree","Stable","",130
"Czech",3619,1984,232,"Forest","Trees","","",130
"Czech",3619,2008,210,"Forest","Trees","Stable","",130
"Czech",3619,2009,228,"Forest","Trees","Harvest","thinning",130
"Czech",3619,2017,217,"Forest","Trees","Stable","",130
"Czech",3620,1984,273,"Forest","Trees","","",130
"Czech",3620,2012,205,"Forest","Trees","Stable","",130
"Czech",3620,2013,215,"Forest","Non-tree","Harvest","clearcut",130
"Czech",3620,2017,210,"Forest","Non-tree","Growth/Recovery","",130
"Czech",3621,1984,248,"Other","Non-tree","","",130
"Czech",3621,2017,226,"Other","Non-tree","Stable","",130
"Czech",3622,1984,234,"Forest","Trees","","",130
"Czech",3622,2017,212,"Forest","Trees","Stable","",130
"Czech",3623,1984,259,"Other","Non-tree","","",130
"Czech",3623,2017,213,"Other","Non-tree","Stable","",130
"Czech",3624,1984,243,"Forest","Trees","","",130
"Czech",3624,2017,212,"Forest","Trees","Stable","",130
"Czech",3625,1984,234,"Other","Non-tree","","",130
"Czech",3625,2017,219,"Other","Non-tree","Stable","",130
"Czech",3626,1984,234,"Other","Non-tree","","",130
"Czech",3626,2017,212,"Other","Non-tree","Stable","",130
"Czech",3627,1984,259,"Other","Non-tree","","",130
"Czech",3627,2017,212,"Other","Non-tree","Stable","",130
"Czech",3628,1984,218,"Other","Non-tree","","",130
"Czech",3628,2017,213,"Other","Non-tree","Stable","",130
"Czech",3629,1984,193,"Other","Non-tree","","",130
"Czech",3629,2017,212,"Other","Non-tree","Stable","",130
"Czech",3630,1984,234,"Other","Non-tree","","",130
"Czech",3630,2017,213,"Other","Non-tree","Stable","",130
"Czech",3631,1984,193,"Other","Non-tree","","",130
"Czech",3631,2017,211,"Other","Non-tree","Stable","",130
"Czech",3632,1984,234,"Forest","Trees","","",130
"Czech",3632,2017,212,"Forest","Trees","Stable","",130
"Czech",3633,1984,193,"Other","Non-tree","","",130
"Czech",3633,2017,211,"Other","Non-tree","Stable","",130
"Czech",3634,1984,234,"Forest","Trees","","",130
"Czech",3634,1995,225,"Forest","Trees","Stable","",130
"Czech",3634,1997,198,"Forest","Trees","Harvest","clearcut",130
"Czech",3634,2017,213,"Forest","Trees","Growth/Recovery","",130
"Czech",3635,1984,232,"Other","Non-tree","","",130
"Czech",3635,2017,210,"Other","Non-tree","Stable","",130
"Czech",3636,1984,243,"Forest","Trees","","",130
"Czech",3636,2017,213,"Forest","Trees","Stable","",130
"Czech",3637,1984,248,"Other","Non-tree","","",130
"Czech",3637,2017,217,"Other","Non-tree","Stable","",130
"Czech",3638,1984,218,"Other","Non-tree","","",130
"Czech",3638,2017,212,"Other","Non-tree","Stable","",130
"Czech",3639,1984,193,"Other","Non-tree","","",130
"Czech",3639,2017,219,"Other","Non-tree","Stable","",130
"Czech",3640,1984,218,"Forest","Non-tree","","",130
"Czech",3640,1995,248,"Forest","Trees","Growth/Recovery","",130
"Czech",3640,2017,213,"Forest","Trees","Stable","",130
"Czech",3641,1984,193,"Other","Non-tree","","",130
"Czech",3641,2017,219,"Other","Non-tree","Stable","",130
"Czech",3642,1984,193,"Other","Non-tree","","",130
"Czech",3642,2017,219,"Other","Non-tree","Stable","",130
"Czech",3643,1984,232,"Other","Non-tree","","",130
"Czech",3643,2017,217,"Other","Non-tree","Stable","",130
"Czech",3644,1984,218,"Other","Non-tree","","",130
"Czech",3644,2017,212,"Other","Non-tree","Stable","",130
"Czech",3645,1984,193,"Other","Non-tree","","",130
"Czech",3645,2017,219,"Other","Non-tree","Stable","",130
"Czech",3646,1984,243,"Forest","Trees","","",130
"Czech",3646,2017,237,"Forest","Trees","Growth/Recovery","",130
"Czech",3647,1984,232,"Other","Non-tree","","",130
"Czech",3647,2017,202,"Other","Non-tree","Stable","",130
"Czech",3648,1984,259,"Forest","Trees","","",130
"Czech",3648,1998,128,"Forest","Trees","Stable","",130
"Czech",3648,1999,212,"Forest","Trees","Harvest","thinning",130
"Czech",3648,2017,213,"Forest","Trees","Growth/Recovery","",130
"Czech",3649,1984,193,"Other","Non-tree","","",130
"Czech",3649,2017,219,"Other","Non-tree","Stable","",130
"Czech",3650,1984,232,"Other","Non-tree","","",130
"Czech",3650,2017,217,"Other","Non-tree","Stable","",130
"Czech",3651,1984,193,"Other","Non-tree","","",130
"Czech",3651,2017,211,"Other","Non-tree","Stable","",130
"Czech",3652,1984,232,"Other","Non-tree","","",130
"Czech",3652,2017,217,"Other","Non-tree","Stable","",130
"Czech",3653,1984,193,"Other","Non-tree","","",130
"Czech",3653,2017,219,"Other","Non-tree","Stable","",130
"Czech",3654,1984,259,"Other","Non-tree","","",130
"Czech",3654,2017,213,"Other","Non-tree","Stable","",130
"Czech",3655,1984,234,"Other","Non-tree","","",130
"Czech",3655,2017,219,"Other","Non-tree","Stable","",130
"Czech",3656,1984,232,"Forest","Trees","","",130
"Czech",3656,2017,211,"Forest","Trees","Stable","",130
"Czech",3657,1984,248,"Forest","Trees","","",130
"Czech",3657,2017,242,"Forest","Trees","Stable","",130
"Czech",3658,1984,193,"Other","Non-tree","","",130
"Czech",3658,2017,219,"Other","Non-tree","Stable","",130
"Czech",3659,1984,232,"Forest","Trees","","",130
"Czech",3659,2017,194,"Forest","Trees","Stable","",130
"Czech",3660,1984,234,"Other","Non-tree","","",130
"Czech",3660,2017,212,"Other","Non-tree","Stable","",130
"Czech",3661,1984,232,"Forest","Trees","","",130
"Czech",3661,2017,219,"Forest","Trees","Stable","",130
"Czech",3662,1984,234,"Other","Non-tree","","",130
"Czech",3662,2017,212,"Other","Non-tree","Stable","",130
"Czech",3663,1984,232,"Other","Non-tree","","",130
"Czech",3663,2000,227,"Forest","Trees","Growth/Recovery","",130
"Czech",3663,2017,218,"Forest","Trees","Stable","",130
"Czech",3664,1984,218,"Other","Non-tree","","",130
"Czech",3664,2017,212,"Other","Non-tree","Stable","",130
"Czech",3665,1984,232,"Other","Trees","","",130
"Czech",3665,2017,217,"Other","Trees","Stable","",130
"Czech",3666,1984,243,"Other","Non-tree","","",130
"Czech",3666,2017,214,"Other","Non-tree","Stable","",130
"Czech",3667,1984,193,"Other","Non-tree","","",130
"Czech",3667,2017,219,"Other","Non-tree","Stable","",130
"Czech",3668,1984,172,"Forest","Trees","","",130
"Czech",3668,2017,213,"Forest","Trees","Stable","",130
"Czech",3669,1984,259,"Forest","Trees","","",130
"Czech",3669,2017,213,"Forest","Trees","Stable","",130
"Czech",3670,1984,234,"Other","Non-tree","","",130
"Czech",3670,2017,212,"Other","Non-tree","Stable","",130
"Czech",3671,1984,218,"Other","Non-tree","","",130
"Czech",3671,2017,212,"Other","Non-tree","Stable","",130
"Czech",3672,1984,248,"Other","Non-tree","","",130
"Czech",3672,2017,217,"Other","Non-tree","Stable","",130
"Czech",3673,1984,259,"Other","Non-tree","","",130
"Czech",3673,2017,213,"Other","Non-tree","Stable","",130
"Czech",3674,1984,232,"Other","Non-tree","","",130
"Czech",3674,2017,211,"Other","Non-tree","Stable","",130
"Czech",3675,1984,291,"Other","Non-tree","","",130
"Czech",3675,2017,213,"Other","Non-tree","Stable","",130
"Czech",3676,1984,234,"Other","Non-tree","","",130
"Czech",3676,2017,213,"Other","Non-tree","Stable","",130
"Czech",3677,1984,218,"Other","Non-tree","","",130
"Czech",3677,2017,213,"Other","Non-tree","Stable","",130
"Czech",3678,1984,218,"Forest","Trees","","",130
"Czech",3678,1999,219,"Forest","Trees","Stable","",130
"Czech",3678,2000,214,"Forest","Non-tree","Harvest","clearcut",130
"Czech",3678,2017,212,"Forest","Trees","Growth/Recovery","",130
"Czech",3679,1984,193,"Other","Non-tree","","",130
"Czech",3679,2017,211,"Other","Non-tree","Stable","",130
"Czech",3680,1984,234,"Forest","Trees","","",130
"Czech",3680,2011,204,"Forest","Trees","Stable","",130
"Czech",3680,2012,248,"Forest","Non-tree","Harvest","clearcut",130
"Czech",3680,2017,212,"Forest","Non-tree","Growth/Recovery","",130
"Czech",3681,1984,138,"Forest","Non-tree","","",130
"Czech",3681,1995,216,"Forest","Trees","Growth/Recovery","",130
"Czech",3681,2017,212,"Forest","Trees","Stable","",130
"Czech",3682,1984,234,"Other","Non-tree","","",130
"Czech",3682,2017,211,"Other","Non-tree","Stable","",130
"Czech",3683,1984,218,"Other","Non-tree","","",130
"Czech",3683,2017,213,"Other","Non-tree","Stable","",130
"Czech",3684,1984,232,"Forest","Trees","","",130
"Czech",3684,2017,219,"Forest","Trees","Stable","",130
"Czech",3685,1984,248,"Other","Non-tree","","",130
"Czech",3685,2017,210,"Other","Non-tree","Stable","",130
"Czech",3686,1984,232,"Other","Non-tree","","",130
"Czech",3686,2017,217,"Other","Non-tree","Stable","",130
"Czech",3687,1984,234,"Other","Non-tree","","",130
"Czech",3687,2017,212,"Other","Non-tree","Stable","",130
"Czech",3688,1984,234,"Other","Non-tree","","",130
"Czech",3688,2017,212,"Other","Non-tree","Stable","",130
"Czech",3689,1984,193,"Forest","Trees","","",130
"Czech",3689,2009,229,"Forest","Trees","Stable","",130
"Czech",3689,2010,232,"Forest","Trees","Harvest","clearcut",130
"Czech",3689,2017,219,"Forest","Trees","Growth/Recovery","",130
"Czech",3690,1984,232,"Other","Non-tree","","",130
"Czech",3690,2017,210,"Other","Non-tree","Stable","",130
"Czech",3691,1984,193,"Forest","Trees","","",130
"Czech",3691,2011,235,"Forest","Trees","Stable","",130
"Czech",3691,2012,214,"Forest","Non-tree","Harvest","clearcut",130
"Czech",3691,2017,211,"Forest","Non-tree","Growth/Recovery","",130
"Czech",3692,1984,218,"Other","Non-tree","","",130
"Czech",3692,2017,212,"Other","Non-tree","Stable","",130
"Czech",3693,1984,232,"Forest","Trees","","",130
"Czech",3693,2017,219,"Forest","Trees","Stable","",130
"Czech",3694,1984,243,"Forest","Trees","","",130
"Czech",3694,2017,213,"Forest","Trees","Stable","",130
"Czech",3695,1984,106,"Other","Non-tree","","",130
"Czech",3695,2017,212,"Other","Non-tree","Stable","",130
"Czech",3696,1984,232,"Other","Non-tree","","",130
"Czech",3696,2017,211,"Other","Non-tree","Stable","",130
"Czech",3697,1984,193,"Forest","Trees","","",130
"Czech",3697,2017,211,"Forest","Trees","Stable","",130
"Czech",3698,1984,193,"Other","Non-tree","","",130
"Czech",3698,2017,219,"Other","Non-tree","Stable","",130
"Czech",3699,1984,232,"Forest","Trees","","",130
"Czech",3699,2017,217,"Forest","Trees","Stable","",130
"Czech",3700,1984,234,"Other","Non-tree","","",130
"Czech",3700,2017,212,"Other","Non-tree","Stable","",130
"Czech",3701,1984,193,"Forest","Trees","","",130
"Czech",3701,2006,253,"Forest","Trees","Stable","",130
"Czech",3701,2007,200,"Forest","Non-tree","Harvest","clearcut",130
"Czech",3701,2017,219,"Forest","Non-tree","Growth/Recovery","",130
"Czech",3702,1984,218,"Forest","Trees","","",130
"Czech",3702,2004,200,"Forest","Trees","Stable","",130
"Czech",3702,2005,211,"Forest","Non-tree","Harvest","clearcut",130
"Czech",3702,2017,212,"Forest","Non-tree","Growth/Recovery","",130
"Czech",3703,1984,193,"Other","Trees","","",130
"Czech",3703,2017,211,"Other","Trees","Stable","",130
"Czech",3704,1984,232,"Other","Non-tree","","",130
"Czech",3704,2017,217,"Other","Non-tree","Stable","",130
"Czech",3705,1984,218,"Other","Non-tree","","",130
"Czech",3705,2017,212,"Other","Non-tree","Stable","",130
"Czech",3706,1984,234,"Forest","Trees","","",130
"Czech",3706,2017,213,"Forest","Trees","Stable","",130
"Czech",3707,1984,193,"Forest","Trees","","",130
"Czech",3707,2003,197,"Forest","Trees","Stable","",130
"Czech",3707,2005,250,"Forest","Non-tree","Harvest","clearcut",130
"Czech",3707,2017,219,"Forest","Trees","Growth/Recovery","",130
"Czech",3708,1984,234,"Other","Trees","","",130
"Czech",3708,2017,212,"Other","Trees","Stable","",130
"Czech",3709,1984,175,"Other","Non-tree","","",130
"Czech",3709,2017,217,"Other","Non-tree","Stable","",130
"Czech",3710,1984,193,"Forest","Trees","","",130
"Czech",3710,2011,235,"Forest","Trees","Stable","",130
"Czech",3710,2012,205,"Forest","Trees","Harvest","thinning",130
"Czech",3710,2017,218,"Forest","Trees","Growth/Recovery","",130
"Czech",3711,1984,234,"Forest","Trees","","",130
"Czech",3711,1985,229,"Forest","Trees","Stable","",130
"Czech",3711,1986,216,"Forest","Non-tree","Harvest","clearcut",130
"Czech",3711,1993,219,"Forest","Trees","Growth/Recovery","",130
"Czech",3711,2017,212,"Forest","Trees","Stable","",130
"Czech",3712,1984,193,"Forest","Trees","","",130
"Czech",3712,2017,218,"Forest","Trees","Stable","",130
"Czech",3713,1984,193,"Other","Non-tree","","",130
"Czech",3713,2017,211,"Other","Non-tree","Stable","",130
"Czech",3714,1984,218,"Other","Non-tree","","",130
"Czech",3714,2017,212,"Other","Non-tree","Stable","",130
"Czech",3715,1984,234,"Forest","Trees","","",130
"Czech",3715,1996,226,"Forest","Trees","Stable","",130
"Czech",3715,1997,244,"Forest","Non-tree","Harvest","clearcut",130
"Czech",3715,2006,205,"Forest","Trees","Growth/Recovery","",130
"Czech",3715,2017,211,"Forest","Trees","Stable","",130
"Czech",3716,1984,193,"Other","Trees","","",130
"Czech",3716,2017,219,"Other","Trees","Stable","",130
"Czech",3717,1984,218,"Forest","Trees","","",130
"Czech",3717,2006,221,"Forest","Trees","Stable","",130
"Czech",3717,2007,217,"Forest","Trees","Harvest","clearcut",130
"Czech",3717,2011,228,"Forest","Trees","Growth/Recovery","",130
"Czech",3717,2017,212,"Forest","Trees","Stable","",130
"Czech",3718,1984,193,"Other","Non-tree","","",130
"Czech",3718,2017,211,"Other","Non-tree","Stable","",130
"Czech",3719,1984,218,"Other","Non-tree","","",130
"Czech",3719,2017,212,"Other","Non-tree","Stable","",130
"Czech",3720,1984,193,"Other","Non-tree","","",130
"Czech",3720,2017,211,"Other","Non-tree","Stable","",130
"Czech",3721,1984,218,"Forest","Trees","","",130
"Czech",3721,2017,212,"Forest","Trees","Stable","",130
"Czech",3722,1984,259,"Forest","Trees","","",130
"Czech",3722,2013,218,"Forest","Trees","Stable","",130
"Czech",3722,2014,221,"Forest","Trees","Harvest","thinning",130
"Czech",3722,2017,213,"Forest","Trees","Growth/Recovery","",130
"Czech",3723,1984,243,"Forest","Trees","","",130
"Czech",3723,1991,189,"Forest","Trees","Stable","",130
"Czech",3723,1992,209,"Forest","Non-tree","Harvest","clearcut",130
"Czech",3723,1997,237,"Forest","Trees","Growth/Recovery","",130
"Czech",3723,2017,213,"Forest","Trees","Stable","",130
"Czech",3724,1984,234,"Other","Non-tree","","",130
"Czech",3724,2017,212,"Other","Non-tree","Stable","",130
"Czech",3725,1984,232,"Other","Non-tree","","",130
"Czech",3725,2017,219,"Other","Non-tree","Stable","",130
"Czech",3726,1984,232,"Other","Non-tree","","",130
"Czech",3726,2017,211,"Other","Non-tree","Stable","",130
"Czech",3727,1984,154,"Forest","Trees","","",130
"Czech",3727,2017,212,"Forest","Trees","Stable","",130
